apartment,area,date,decoration,lift,location1,location2,location3,month,orientation,price,underground,unit,village
2室2厅1厨1卫,114.38,2019-10-25,精装,无,闵行,梅陇,中环至外环,201910,南,528,,46162,盛源花园
3室2厅1厨1卫,89.55,2019-10-26,毛坯,有,青浦,盈浦,外环外,201910,南,321,近17号线漕盈路站,35846,富绅时代公馆
2室2厅1厨1卫,89.86,2019-10-26,简装,无,浦东,高行,中环至外环,201910,南,415,,46183,幸福小镇
3室1厅1厨1卫,73.21,2019-11-05,毛坯,无,普陀,桃浦,外环外,201911,南,258,近11号线(嘉定北-迪士尼)桃浦新村站,35242,桃浦六村绿春苑
2室2厅1厨1卫,93.43,2019-11-12,精装,有,浦东,外高桥,,201911,东南 南,365,近6号线航津路站,39067,阳明花园广场（一期）
3室1厅1厨1卫,88.45,2019-11-13,精装,有,浦东,高行,中环至外环,201911,南,616,近6号线五洲大道站,69644,金地未未来
2室1厅1厨1卫,53.92,2019-11-21,简装,无,普陀,光新,内环至中环,201911,南 北,325,,60275,管弄一二街坊
3室1厅1厨1卫,95.1,2019-11-25,简装,无,嘉定,江桥,外环外,201911,南 北,320,,33649,江桥二村
2室1厅1厨1卫,60.17,2019-11-25,毛坯,无,普陀,真光,中环至外环,201911,南,282,,46868,真光新村第五小区
2室2厅1厨1卫,94.65,2019-11-27,简装,有,宝山,大华,内环至中环,201911,南,565,近7号线大华三路站,59694,文华苑(宝山)
3室2厅1厨2卫,180.31,2019-11-28,,,松江,松江大学城,外环外,201911,装修情况精装,640,近9号线松江大学城站,35495,九龙仓兰宫
2室2厅1厨1卫,101.39,2019-11-28,精装,有,虹口,临平路,内环内,201911,南,930,近10号线(新江湾城-虹桥火车站)邮电新村站,91726,建邦16区
2室1厅1厨1卫,54.14,2019-12-04,简装,无,长宁,西郊,外环外,201912,南,233,,43037,虹桥机场新村
2室2厅0厨1卫,80.44,2019-12-06,简装,无,浦东,北蔡,内环至中环,201912,南,335,,41646,绿星小区
2室1厅1厨1卫,47.94,2019-12-08,精装,无,浦东,张江,内环至中环,201912,南,265,近2号线广兰路站,55278,香楠小区
2室1厅1厨1卫,59.88,2019-12-09,简装,无,徐汇,华东理工,中环至外环,201912,南,295,,49266,梅陇十一村
3室1厅1厨2卫,105.08,2019-12-09,精装,无,闵行,古美,中环至外环,201912,南,420,近1号线外环路站,39970,新梅花苑
3室2厅1厨1卫,97,2019-12-15,毛坯,暂无数据,闵行,古美,中环至外环,201912,南,850,近12号线虹梅路站,87629,同济融创玫瑰公馆
2室2厅1厨1卫,96.6,2019-12-17,简装,有,普陀,真光,中环至外环,201912,南 北,650,,67288,时代星园
2室2厅0厨1卫,76.59,2019-12-20,精装,有,嘉定,江桥,外环外,201912,南 北,319,,41651,金鹤新城双佳翠庭
2室2厅1厨1卫,88.86,2019-12-25,精装,有,闵行,春申,外环外,201912,南,412,,46366,江南欣苑(闵行)
2室1厅1厨1卫,53.3,2020-01-02,简装,无,徐汇,植物园,内环至中环,202001,南,409,,76736,园南三村
2室2厅1厨1卫,85.76,2020-01-03,毛坯,有,宝山,上大,,202001,南 北,470,,54805,经纬学士逸居家园(五期)
2室1厅1厨1卫,54.17,2020-01-03,精装,无,浦东,北蔡,内环至中环,202001,南 北,240,,44305,欣顺小区
2室1厅1厨1卫,66.7,2020-01-07,精装,无,嘉定,丰庄,中环至外环,202001,南,300,,44978,丰庄一村
2室0厅1厨1卫,48.5,2020-01-09,毛坯,无,杨浦,鞍山,内环内,202001,南 北,337,近8号线鞍山新村站,69485,锦西路63弄
3室1厅0厨1卫,61.07,2020-01-14,简装,无,宝山,张庙,中环至外环,202001,东南 南,315,,51581,通河一村
2室1厅1厨1卫,81.5,2020-03-02,精装,有,虹口,鲁迅公园,内环内,202003,南,630,近4号线海伦路站,77301,溧阳华府(公寓)
2室1厅1厨1卫,77.63,2020-03-04,精装,有,浦东,张江,中环至外环,202003,南,409,,52686,玉兰香苑(四期)
2室0厅1厨1卫,45.91,2020-03-04,简装,无,宝山,张庙,中环至外环,202003,南 北,199.6,,43477,泗塘八村
2室1厅1厨1卫,80.43,2020-03-08,精装,有,宝山,大华,,202003,南,514,近7号线大场镇站,63907,梧桐城邦三期
3室2厅1厨1卫,97.09,2020-03-11,精装,无,宝山,大华,内环至中环,202003,南 北,568,近7号线行知路站,58503,远景佳苑一期
2室2厅1厨1卫,94.26,2020-03-11,精装,无,宝山,共富,中环至外环,202003,南,369,近1号线共富新村站,39148,共富二村
2室2厅1厨1卫,89.04,2020-03-17,精装,有,闵行,颛桥,外环外,202003,南,366,,41106,都市雅筑
2室1厅1厨1卫,52.9,2020-03-19,简装,无,静安,阳城,内环至中环,202003,南 北,275,近7号线行知路站,51985,景峰苑
2室2厅1厨2卫,140.89,2018-11-03,精装,有,普陀,武宁,内环内,201811,南 北,986,近3号线金沙江路站,69984,大华清水湾
2室2厅1厨1卫,79.22,2019-05-08,精装,无,浦东,北蔡,内环至中环,201905,南 北,375,近7号线锦绣路站,47337,海东公寓
3室2厅1厨2卫,118,2019-05-14,精装,有,浦东,周浦,外环外,201905,南,625,,52967,九龙仓兰廷
3室2厅1厨1卫,125.6,2019-05-23,精装,有,浦东,北蔡,内环至中环,201905,南 北,1020,近13号线北蔡站,81211,宝华海尚郡领
2室1厅1厨1卫,73.43,2019-05-27,精装,无,嘉定,安亭,外环外,201905,南,203,,27646,玉兰三村
3室1厅1厨1卫,112.71,2019-06-05,精装,有,青浦,夏阳,外环外,201906,南,313,近17号线汇金路站,27771,宜达新居
1室2厅1厨1卫,70.79,2019-07-26,精装,有,嘉定,南翔,外环外,201907,南,346,,48877,好世凤翔苑
2室1厅1厨1卫,72.61,2019-08-13,简装,无,宝山,张庙,中环至外环,201908,南,290,,39940,泗塘七村
1室1厅1厨1卫,31.66,2018-04-16,毛坯,无,长宁,中山公园,内环至中环,201804,南,179,近2号线娄山关路站,56539,万航渡路2546号
3室2厅1厨2卫,115.27,2018-06-21,毛坯,无,浦东,北蔡,内环至中环,201806,南 北,775,近7号线杨高南路站,67234,大华锦绣华城(九街区)
1室1厅1厨1卫,36.16,2018-10-04,简装,有,青浦,香花桥,外环外,201810,北,85,,23507,都汇华庭
1室1厅1厨1卫,46.19,2018-10-09,简装,无,浦东,金杨,内环至中环,201810,南 北,215,近6号线云山路站,46547,金杨新村三街坊
2室2厅1厨1卫,84.36,2019-02-14,毛坯,无,浦东,临港新城,外环外,201902,南,229,,27146,绿地东岸涟城
2室1厅1厨1卫,46.1,2019-04-02,简装,无,浦东,世博,内环至中环,201904,南,246,,53363,上南八村
1室1厅1厨1卫,48,2019-05-05,精装,有,松江,松江大学城,外环外,201905,南,185,,38542,绿地诺丁山(公寓)
2室1厅1厨1卫,66.66,2019-06-30,简装,无,奉贤,西渡,外环外,201906,南,138,,20703,巨龙台湾城
2室1厅1厨1卫,70.04,2020-03-21,精装,无,浦东,金桥,中环至外环,202003,南 北,415,,59252,金桥湾清水苑
2室1厅1厨1卫,75.29,2020-03-21,简装,有,青浦,赵巷,,202003,南,216,,28690,崧泽华城佳福雅苑（五区）
1室1厅1厨1卫,39.37,2020-03-21,精装,无,闵行,老闵行,外环外,202003,南,129,近5号线江川路站,32767,高华小区
1室1厅1厨1卫,36.94,2020-03-21,其他,无,宝山,月浦,外环外,202003,南,122,,33027,月浦六村
2室0厅1厨1卫,49.79,2020-03-24,简装,无,宝山,月浦,外环外,202003,南 北,145,,29123,月浦八村
2室1厅1厨1卫,56.67,2020-03-24,精装,无,杨浦,中原,中环至外环,202003,南,308,近8号线市光路站,54350,工农三村
2室1厅1厨1卫,56.26,2020-03-26,精装,无,松江,新桥,外环外,202003,南,165,,29329,新南街560弄
2室2厅0厨1卫,85.25,2020-03-26,简装,无,宝山,大华,内环至中环,202003,北 南,475,,55719,大华公园世家康华苑
2室1厅1厨1卫,77.78,2020-03-26,简装,无,杨浦,中原,中环至外环,202003,南,385,近8号线市光路站,49499,市京一村
1室0厅1厨1卫,34.56,2020-03-26,简装,无,徐汇,徐家汇,内环内,202003,南,510,近1号线上海体育馆站,147570,中原新村
2室1厅1厨1卫,47.19,2020-03-27,精装,无,闵行,老闵行,外环外,202003,南 北,120,近5号线支线闵行开发区站,25430,昆阳小区
1室1厅0厨1卫,56.65,2020-03-27,精装,无,浦东,张江,中环至外环,202003,南,305,,53840,益丰新村
2室2厅1厨1卫,78.68,2020-03-27,精装,有,松江,泗泾,外环外,202003,南,310,近9号线泗泾站,39401,万业梦立方
1室1厅1厨1卫,33.51,2020-03-27,简装,无,浦东,塘桥,内环内,202003,南,192,近4号线塘桥站,57297,塘桥路223弄
1室1厅1厨1卫,40.27,2020-03-28,其他,无,杨浦,周家嘴路,内环至中环,202003,南,225,近8号线延吉中路站,55873,控江路645弄
2室1厅1厨1卫,57.41,2020-03-28,简装,无,浦东,三林,中环至外环,202003,南,305,,53127,凌兆新村(上浦路201弄)
2室1厅1厨1卫,45.12,2020-03-28,简装,无,浦东,世博,内环至中环,202003,南,252,,55852,上钢八九村
2室1厅1厨1卫,51.83,2020-03-28,简装,无,青浦,夏阳,外环外,202003,南,150,近17号线青浦新城站,28941,章浜新村
2室1厅1厨1卫,44.15,2020-03-29,精装,无,长宁,北新泾,中环至外环,202003,南 北,260,近2号线淞虹路站,58891,新泾七村
2室1厅1厨1卫,79.79,2020-03-29,精装,有,松江,泗泾,外环外,202003,南,312,,39103,万业梦立方
1室1厅1厨1卫,46.09,2020-03-29,精装,无,宝山,大华,内环至中环,202003,南,238,近7号线大华三路站,51639,大华一村
2室1厅1厨1卫,51.3,2020-03-29,毛坯,无,浦东,世博,内环至中环,202003,南 北,305,近7号线云台路站,59455,雪野二村
2室1厅1厨1卫,55.97,2020-03-29,简装,无,奉贤,南桥,外环外,202003,南,102,,18225,解放新村
2室1厅1厨1卫,64.6,2020-03-30,简装,有,杨浦,周家嘴路,内环至中环,202003,东,368,近12号线隆昌路站,56966,引翔港小区
2室2厅1厨1卫,95.46,2020-03-30,精装,有,闵行,老闵行,外环外,202003,南,305,,31951,夏朵园
2室1厅1厨1卫,51.73,2020-03-30,其他,无,闵行,吴泾,外环外,202003,南,165,,31897,永德小区
2室1厅1厨1卫,77.83,2020-04-01,精装,有,宝山,顾村,外环外,202004,南,290,,37261,馨佳园(菊泉街1398弄)
1室1厅1厨1卫,41.1,2020-04-01,其他,无,徐汇,上海南站,内环至中环,202004,南,199.8,,48614,汇成四村
2室1厅0厨1卫,68.61,2020-04-01,精装,无,宝山,上大,中环至外环,202004,南,278,近7号线祁华路站,40519,祁连二村
2室1厅1厨1卫,48.78,2020-04-02,精装,无,浦东,金桥,中环至外环,202004,南,234,近6号线五莲路站,47971,寿一小区
1室1厅1厨1卫,59.3,2020-04-02,精装,有,长宁,中山公园,内环内,202004,西南,420,,70827,绿地海怡公寓
2室1厅1厨1卫,50.57,2020-04-02,其他,无,杨浦,控江路,内环至中环,202004,南 北,300,近8号线延吉中路站,59324,控江路650弄
2室1厅1厨1卫,49.09,2020-04-02,精装,无,浦东,金杨,内环至中环,202004,南,255,近6号线云山路站,51946,金杨新村五街坊
1室1厅1厨1卫,43.85,2020-04-02,毛坯,无,静安,彭浦,中环至外环,202004,南,206,近1号线共康路站,46979,康平小区
1室1厅1厨1卫,43.26,2020-04-02,精装,无,浦东,世博,内环至中环,202004,南,237,近6号线东明路站,54786,昌七小区
2室2厅1厨1卫,99.86,2020-04-02,简装,有,虹口,鲁迅公园,内环内,202004,南 北,748,近3号线虹口足球场站,74905,建玮公寓
1室1厅1厨1卫,36.75,2020-04-02,精装,无,浦东,金桥,中环至外环,202004,南,162,近6号线五莲路站,44082,沪东新村
2室0厅1厨1卫,36.8,2020-04-02,精装,无,长宁,中山公园,内环内,202004,南,275,近2号线江苏路站,74729,长宁支路310弄
2室1厅1厨1卫,49.71,2020-04-02,精装,无,浦东,梅园,内环内,202004,东南,565,近4号线浦东大道站,113660,梅园二街坊
1室1厅1厨1卫,43,2020-04-03,其他,无,闵行,龙柏,中环至外环,202004,南,207,,48140,龙柏二村
1室1厅1厨1卫,37.21,2020-04-03,简装,无,杨浦,鞍山,内环内,202004,南,400,近8号线四平路站,107498,密云小区
2室1厅1厨1卫,60.33,2020-04-03,简装,无,奉贤,南桥,外环外,202004,南 北,120,,19891,江海新村
1室2厅1厨1卫,69.15,2020-04-03,精装,有,嘉定,南翔,外环外,202004,南,298,,43095,森林公馆
2室2厅2厨0卫,90.27,2020-04-03,其他,有,奉贤,海湾,外环外,202004,南,139,,15399,棕榈滩海景城
2室2厅1厨1卫,103.76,2020-04-04,精装,有,闵行,古美,中环至外环,202004,南 北,650,,62645,阳光美景城
2室0厅1厨1卫,42.64,2020-04-04,精装,无,黄浦,世博滨江,内环内,202004,南 北,535,近4号线西藏南路站,125470,市民新村
2室0厅1厨1卫,47.46,2020-04-04,简装,无,闵行,老闵行,外环外,202004,南,150,近5号线江川路站,31606,高华小区
2室1厅1厨1卫,82.41,2020-04-05,精装,有,杨浦,中原,中环至外环,202004,南,445,,53999,城市名园
1室1厅1厨1卫,43.79,2020-04-05,精装,无,闵行,莘庄,外环外,202004,南,239,,54579,莘松六村
2室1厅1厨1卫,55.88,2020-04-05,简装,无,宝山,淞南,,202004,南,240,,42950,淞南老五村
1室2厅1厨1卫,66.77,2020-04-05,精装,有,长宁,中山公园,内环内,202004,东南,459,,68744,绿地海怡公寓
1室0厅1厨1卫,25.77,2020-04-05,简装,无,徐汇,龙华,内环至中环,202004,西 北,189,近7号线龙华中路站,73342,东航小区
1室1厅1厨1卫,55.99,2020-04-05,精装,无,闵行,颛桥,外环外,202004,南,200,,35721,银春小区
2室1厅1厨1卫,45.47,2020-04-05,精装,无,浦东,塘桥,内环内,202004,南,308,近4号线蓝村路站,67737,文兰小区
2室1厅1厨1卫,55.75,2020-04-05,精装,无,青浦,夏阳,外环外,202004,南,156,,27983,城东新村一村
1室1厅1厨1卫,41.27,2020-04-06,精装,无,杨浦,中原,中环至外环,202004,南,183,近8号线市光路站,44343,开鲁二村
2室1厅0厨1卫,49.87,2020-04-06,精装,无,黄浦,五里桥,内环内,202004,南,370,近13号线世博会博物馆站,74193,蒙自新村
2室1厅1厨1卫,69.64,2020-04-06,精装,无,徐汇,华东理工,内环至中环,202004,南,361,近1号线锦江乐园站,51839,虹梅南路96弄
1室1厅1厨1卫,64.31,2020-04-06,精装,无,闵行,颛桥,外环外,202004,南,312,,48516,爱庐世纪新苑
2室1厅1厨1卫,47.85,2020-04-09,简装,无,浦东,潍坊,内环内,202004,南 北,295,近4号线浦电路站,61651,潍坊二村
2室1厅1厨1卫,46.07,2020-04-12,简装,无,静安,彭浦,中环至外环,202004,南,226,,49056,阳景小区
2室1厅1厨1卫,59.14,2019-07-31,精装,无,浦东,北蔡,内环至中环,201907,南,272,,45993,芳雅苑
3室2厅1厨1卫,72.98,2019-09-15,简装,无,浦东,金杨,内环至中环,201909,南,348,近6号线金桥路站,47685,金杨新村十街坊
1室1厅1厨1卫,59.48,2019-10-09,精装,有,浦东,康桥,外环外,201910,南,207,,34802,昱龙家园
3室2厅1厨1卫,134.11,2019-10-19,精装,有,浦东,康桥,外环外,201910,南,527,,39297,城中花园
2室2厅1厨1卫,89.29,2019-11-20,精装,有,宝山,高境,中环至外环,201911,南,539,,60366,三花现代城(一期丹桂苑)
2室2厅1厨1卫,96.04,2019-12-04,简装,有,宝山,共康,中环至外环,201912,南,378,近1号线通河新村站,39359,九英里
3室2厅1厨2卫,137.95,2019-12-14,精装,有,闵行,浦江,外环外,201912,南,800,,57993,浦江坤庭—璞御
2室1厅1厨1卫,76.39,2019-12-16,简装,无,闵行,颛桥,外环外,201912,南 北,335,,43854,贵峰苑
3室2厅1厨2卫,140.94,2019-12-16,精装,有,浦东,南码头,内环至中环,201912,南 北,855,近6号线临沂新村站,60665,明丰佳园
2室1厅1厨1卫,66.21,2020-01-12,精装,有,松江,泗泾,外环外,202001,南,188,,28395,同润菲诗艾伦
2室1厅1厨1卫,53.47,2020-03-02,精装,无,嘉定,丰庄,中环至外环,202003,南 北,235,近13号线丰庄站,43950,丰庄十二街坊
2室2厅1厨1卫,89.39,2020-03-03,精装,有,长宁,新华路,内环内,202003,东南,710,近10号线(新江湾城-虹桥火车站)交通大学站,79428,申新花苑
2室2厅1厨1卫,84.84,2020-03-06,精装,有,松江,九亭,外环外,202003,南,400,,47148,新虹桥首府(公寓)
2室1厅1厨1卫,65.44,2020-03-12,精装,无,普陀,长征,中环至外环,202003,南 北,369,近13号线祁连山南路站,56388,新长征花苑
2室1厅1厨1卫,90.34,2020-03-21,精装,暂无数据,嘉定,安亭,外环外,202003,南 北,235,,26013,西上海御庭
2室1厅1厨1卫,46.27,2019-02-22,精装,无,徐汇,龙华,内环至中环,201902,南,345,近7号线龙华中路站,74563,宛南四村
2室1厅1厨1卫,82.77,2019-05-30,精装,无,静安,大宁,内环至中环,201905,南 北,728,近1号线延长路站,87955,绿色丽园
1室0厅1厨1卫,35.62,2019-08-07,简装,无,浦东,潍坊,内环内,201908,南,255,近4号线浦电路站,71589,潍坊五村
2室2厅1厨1卫,85.66,2019-05-17,精装,有,杨浦,周家嘴路,内环内,201905,东南,522,近12号线江浦公园站,60939,金鹏花园
1室1厅1厨1卫,41.82,2019-05-27,精装,无,嘉定,江桥,外环外,201905,南,150,,35869,恒嘉花园
2室1厅1厨1卫,55.31,2019-06-07,精装,无,浦东,三林,中环至外环,201906,南,251,,45381,凌兆新村(凌兆路586弄)
3室2厅1厨2卫,140,2019-01-19,精装,有,浦东,陆家嘴,内环内,201901,西南 西,1528,近9号线商城路站,109143,仁恒滨江园
2室1厅1厨1卫,51.73,2019-04-26,精装,无,浦东,金杨,内环至中环,201904,南,280,近6号线云山路站,54128,金杨新村五街坊
2室1厅1厨1卫,89.93,2019-04-28,精装,无,闵行,老闵行,外环外,201904,南,339,近5号线东川路站,37696,剑桥丽苑
3室2厅1厨1卫,115.76,2019-06-25,精装,有,闵行,金汇,中环至外环,201906,南,735,近10号线(新江湾城-航中路)龙柏新村站,63494,金汇福邸
2室1厅1厨1卫,73.52,2019-06-27,精装,无,松江,松江新城,外环外,201906,南,199,,27068,天虹六村
2室2厅1厨1卫,108.7,2019-07-06,精装,有,闵行,春申,外环外,201907,南,729,,67066,春申景城MIDTOWN
1室0厅1厨1卫,39.83,2019-06-11,精装,有,长宁,新华路,内环内,201906,南,316,近10号线(新江湾城-虹桥火车站)交通大学站,79338,东镇小区
1室1厅1厨1卫,40.53,2020-03-25,精装,无,浦东,南码头,内环至中环,202003,南,225,近6号线临沂新村站,55515,临沂六村
2室2厅1厨1卫,96.89,2019-07-21,毛坯,有,长宁,天山,内环至中环,201907,南,588,近2号线威宁路站,60688,天山公寓
1室1厅1厨1卫,41.85,2019-08-04,简装,无,长宁,新华路,内环内,201908,南,240,近3号线虹桥路站,57348,安顺路231弄
2室2厅1厨1卫,87.58,2019-08-26,简装,无,普陀,长征,中环至外环,201908,南 北,470,近13号线祁连山南路站,53666,泰宸苑
1室1厅1厨1卫,34.29,2019-07-07,精装,无,虹口,曲阳,内环内,201907,南,230,近8号线四平路站,67075,四平路幸福村
2室1厅1厨1卫,50.39,2019-07-28,精装,无,浦东,梅园,内环内,201907,南,578,近2号线世纪大道站,114706,梅园三街坊
3室1厅1厨1卫,70.47,2019-08-21,简装,无,闵行,七宝,外环外,201908,南,388,,55059,园艺新村
1室1厅1厨1卫,32.42,2019-12-11,简装,无,浦东,世博,内环至中环,201912,南,185,,57064,上南三村
1室1厅1厨1卫,57.31,2020-01-01,精装,有,宝山,高境,中环至外环,202001,南,320,近3号线长江南路站,55837,美岸栖庭(公寓)
1室0厅1厨1卫,29.42,2020-01-06,简装,无,浦东,梅园,内环内,202001,南,500,近2号线世纪大道站,169953,梅园三街坊
1室0厅1厨1卫,34.48,2020-01-15,简装,无,长宁,虹桥,内环至中环,202001,南,194,近10号线(新江湾城-虹桥火车站)宋园路站,56265,伊犁小区
1室1厅1厨1卫,27.71,2020-02-23,精装,无,闵行,莘庄,外环外,202002,南,205,,73981,绿梅一村
2室1厅1厨1卫,53.34,2020-03-13,简装,无,浦东,梅园,内环内,202003,南,570,近4号线浦东大道站,106862,梅园二街坊
1室0厅1厨1卫,33.14,2020-03-14,简装,无,浦东,潍坊,内环内,202003,南,228,近9号线商城路站,68800,潍坊三村
1室1厅1厨1卫,71.3,2020-03-17,精装,有,浦东,梅园,内环内,202003,南,585,近6号线源深体育中心站,82048,东晶国际公寓
1室0厅1厨1卫,35.33,2020-03-17,简装,无,杨浦,控江路,内环至中环,202003,北,275,近8号线黄兴路站,77838,控江路1200弄
1室0厅1厨1卫,15.96,2020-03-18,精装,无,杨浦,黄兴公园,内环至中环,202003,西,108,近8号线黄兴路站,67670,控江四村
1室0厅1厨1卫,33.7,2020-03-19,简装,无,杨浦,中原,中环至外环,202003,南,200,近8号线翔殷路站,59348,梅林小区
2室2厅1厨1卫,91.28,2020-03-25,精装,有,徐汇,龙华,内环至中环,202003,南,780,近3号线龙漕路站,85452,龙兆苑
2室2厅1厨2卫,137.21,2020-03-25,毛坯,有,徐汇,徐家汇,内环内,202003,南,1140,,83085,永新花苑
1室1厅1厨1卫,40.05,2020-03-25,简装,无,普陀,甘泉宜川,内环至中环,202003,南,205,,51187,新宜小区
1室1厅1厨1卫,45.39,2020-03-30,简装,无,长宁,北新泾,中环至外环,202003,南,225,近2号线北新泾站,49571,新泾一村
1室0厅1厨1卫,24.15,2020-03-30,简装,无,浦东,洋泾,内环内,202003,北,200,近6号线北洋泾路站,82816,西镇小区(浦东)
2室1厅1厨1卫,68.87,2020-03-30,精装,有,长宁,新华路,内环内,202003,南 北,398,近3号线延安西路站,57791,华云大楼
1室0厅1厨1卫,43.15,2020-04-02,毛坯,有,长宁,镇宁路,内环内,202004,西南,313,近10号线(新江湾城-虹桥火车站)交通大学站,72538,华山花苑
2室1厅1厨1卫,49.42,2020-04-05,其他,无,徐汇,华泾,外环外,202004,南,235,,47552,华建一街坊
1室1厅1厨1卫,35.61,2020-04-06,精装,无,杨浦,五角场,内环至中环,202004,南,232,近10号线(新江湾城-虹桥火车站)国权路站,65151,国顺路300弄
2室2厅1厨2卫,37,2020-04-06,简装,无,杨浦,鞍山,内环内,202004,南,288,近8号线鞍山新村站,77838,鞍山四村第一小区
1室0厅1厨1卫,31.23,2020-04-09,精装,无,普陀,甘泉宜川,内环至中环,202004,南,140,,44829,宜川四村
1室1厅1厨1卫,32.79,2020-04-09,精装,无,杨浦,五角场,内环至中环,202004,南,195,近10号线(新江湾城-虹桥火车站)国权路站,59470,铁路新村(杨浦)
1室1厅1厨1卫,33.14,2020-04-12,精装,无,普陀,桃浦,外环外,202004,南,140,近11号线(嘉定北-迪士尼)桃浦新村站,42246,桃浦七村雪松苑
2室1厅1厨1卫,48.46,2020-04-12,精装,无,杨浦,黄兴公园,内环至中环,202004,南 北,345,近8号线延吉中路站,71193,延吉二村
1室1厅0厨1卫,37.19,2020-04-13,简装,无,杨浦,鞍山,内环内,202004,南,240,近8号线鞍山新村站,64534,鞍山四村第一小区
1室1厅1厨1卫,34.04,2020-04-13,简装,无,杨浦,五角场,中环至外环,202004,南,196,近10号线(新江湾城-虹桥火车站)江湾体育场站,57580,国定路600弄
1室2厅1厨1卫,42.74,2019-03-20,简装,无,普陀,桃浦,外环外,201903,南,145,近11号线(嘉定北-迪士尼)桃浦新村站,33927,桃浦七村雪松苑
1室1厅1厨1卫,41.1,2019-03-22,精装,无,徐汇,华东理工,内环至中环,201903,南,214,,52069,梅陇八村
1室1厅1厨1卫,41.7,2018-03-30,精装,无,虹口,江湾镇,中环至外环,201803,南,205,,49161,丰镇新村
2室1厅1厨1卫,59.03,2018-08-31,精装,无,浦东,北蔡,内环至中环,201808,南,240,,40658,文汇小区(浦东)
2室2厅1厨1卫,82.59,2018-09-03,精装,无,徐汇,华东理工,内环至中环,201809,南,459,,55576,书香苑
3室2厅1厨2卫,165.45,2018-11-15,简装,有,黄浦,蓬莱公园,内环内,201811,南,950,近8号线陆家浜路站,57420,华教大厦
3室2厅1厨2卫,135.56,2019-03-13,精装,有,徐汇,徐家汇,内环内,201903,南,1430,近1号线徐家汇站,105489,莱诗邸
3室1厅1厨2卫,101.73,2019-03-14,精装,有,浦东,陆家嘴,内环内,201903,南 北,740,近9号线商城路站,72742,东园三村
4室2厅1厨2卫,130,2019-04-13,精装,有,闵行,老闵行,外环外,201904,南,505,,38847,绿地璀璨天城
2室2厅1厨1卫,92.47,2019-04-15,精装,有,闵行,七宝,外环外,201904,南,488,近9号线中春路站,52774,水清年华花园
2室2厅1厨1卫,82,2019-05-01,精装,有,松江,九亭,外环外,201905,南,310,,37805,象屿品城
2室2厅1厨1卫,97.12,2019-05-20,简装,无,奉贤,西渡,外环外,201905,南,239,,24609,澳洲国际花园(公寓)
3室1厅1厨1卫,87.61,2019-05-27,简装,无,闵行,颛桥,外环外,201905,南,400,近5号线银都路站,45657,金都花好悦园
2室2厅1厨1卫,77.34,2019-06-14,精装,有,宝山,顾村,外环外,201906,南,295,,38144,馨佳园(菊泉街1346弄)
3室1厅1厨1卫,85.78,2019-07-12,精装,无,浦东,金桥,中环至外环,201907,南,411.7,近12号线杨高北路站,47995,东陆新村八街坊
3室2厅1厨3卫,188.22,2019-07-13,简装,有,徐汇,徐家汇,内环内,201907,南,1375,近7号线肇嘉浜路站,73053,四季园
2室2厅1厨2卫,98.96,2019-07-16,简装,无,闵行,颛桥,外环外,201907,南 北,335,,33853,金榜新苑
3室2厅1厨2卫,128.78,2019-08-10,精装,有,宝山,顾村,外环外,201908,南,480,,37273,旭辉依云湾
2室1厅1厨1卫,44.56,2019-08-20,精装,无,浦东,金杨,内环至中环,201908,南 北,228,近6号线云山路站,51167,金杨新村三街坊
2室2厅1厨1卫,88.67,2019-08-22,精装,无,松江,松江新城,外环外,201908,南,232,,26165,天虹二村
3室1厅0厨1卫,83.1,2019-08-22,简装,无,松江,松江新城,外环外,201908,南,220,,26475,天虹二村
2室1厅1厨1卫,65,2019-08-28,简装,无,闵行,七宝,外环外,201908,南,333,近9号线七宝站,51231,佳宝新村
2室2厅1厨1卫,79.15,2019-09-03,毛坯,暂无数据,嘉定,安亭,外环外,201909,南,248,近11号线(花桥-迪士尼)昌吉东路站,31333,路劲上海派
1室1厅1厨1卫,33.72,2019-06-17,毛坯,无,宝山,上大,中环至外环,201906,南,149,,44188,祁连一村
1室1厅1厨1卫,42.1,2019-01-24,简装,无,杨浦,中原,中环至外环,201901,南,177,近8号线市光路站,42043,开鲁二村
2室1厅1厨1卫,75.03,2019-05-28,毛坯,有,青浦,赵巷,,201905,南,203,,27056,崧泽华城佳福雅苑（五区）
1室1厅1厨1卫,54,2019-06-03,简装,无,浦东,周浦,外环外,201906,南,178,,32963,安阁苑
1室1厅1厨1卫,41.72,2019-06-14,精装,无,普陀,甘泉宜川,内环至中环,201906,南,169,近3号线中潭路站,40509,宜川三村
2室1厅1厨1卫,75.81,2019-07-31,毛坯,有,浦东,三林,中环至外环,201907,南,365,,48147,三林新村(永泰路136弄)
1室2厅1厨1卫,44.07,2019-09-01,精装,有,黄浦,蓬莱公园,内环内,201909,西北,400,近4号线南浦大桥站,90765,中福花苑
2室1厅1厨1卫,70.5,2019-09-15,简装,有,松江,泗泾,外环外,201909,南,192.5,,27305,塘和家园德宁苑
1室0厅1厨1卫,30.81,2019-09-23,简装,无,黄浦,五里桥,内环内,201909,北,265,近9号线马当路站,86012,蒙西小区
2室0厅1厨1卫,55.68,2019-09-25,毛坯,无,静安,南京西路,内环内,201909,南,438,近2号线南京西路站,78664,华业小区
